Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Duelos aéreos,Duelos aéreos,Duelos aéreos,Unnamed: 25_level_0
2068,Asier Riesgo,es ESP,PO,Eibar,es La Liga,34,1983,14.0,1,0,0,0,0,0,0,0,1,0,0,0,24,1,1,50.0,Partidos
2069,Sascha Riether,de GER,DL,Schalke 04,de Bundesliga,35,1983,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Partidos
2070,Emiliano Rigoni,ar ARG,"DL,CC",Atalanta,it Serie A,25,1993,5.8,1,0,0,5,5,5,47,3,1,0,0,0,24,3,8,27.3,Partidos
2071,Luca Rigoni,it ITA,CC,Parma,it Serie A,33,1984,19.6,5,0,0,24,18,0,7,18,25,0,0,0,109,19,31,38.0,Partidos
2072,Nicola Rigoni,it ITA,CC,Chievo,it Serie A,27,1990,21.7,9,1,1,47,18,1,9,23,25,0,0,0,133,45,36,55.6,Partidos
2073,Kévin Rimane,gf GUF,CC,Paris S-G,fr Ligue 1,27,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Partidos
2074,Tomás Rincón,ve VEN,CC,Torino,it Serie A,30,1988,31.1,15,0,0,69,40,0,31,42,44,0,0,0,224,80,50,61.5,Partidos
2075,Renaud Ripart,fr FRA,"DL,DF",Nîmes,fr Ligue 1,25,1993,33.4,2,0,0,37,69,7,77,27,49,0,0,0,150,95,140,40.4,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
2076,Mihailo Ristić,rs SRB,"DF,CC",Montpellier,fr Ligue 1,22,1995,3.6,0,0,0,3,5,0,12,9,9,0,0,0,17,4,5,44.4,Partidos
2077,Matt Ritchie,sct SCO,"DF,CC",Newcastle Utd,eng Premier League,28,1989,32.5,9,0,0,55,38,1,259,51,44,0,0,0,171,32,65,33.0,Partidos
2078,Cristian Rivera,es ESP,CC,Huesca,es La Liga,21,1997,18.8,2,0,0,18,11,1,9,31,25,0,0,0,136,23,34,40.4,Partidos
2079,Arjen Robben,nl NED,"DL,CC",Bayern Munich,de Bundesliga,34,1984,6.3,1,1,1,5,5,5,22,3,1,0,0,0,24,6,4,60.0,Partidos
2080,Rober,es ESP,DF,Levante,es La Liga,23,1995,31.7,6,0,0,28,13,1,1,51,29,0,1,1,191,60,66,47.6,Partidos
2081,Sergi Roberto,es ESP,"DF,CC",Barcelona,es La Liga,26,1992,23.2,3,0,0,18,33,0,27,43,20,0,1,0,102,28,28,50.0,Partidos
2082,Patrick Roberts,eng ENG,"CC,DL",Girona,es La Liga,21,1997,6.7,0,0,0,0,9,2,8,3,6,0,0,0,23,1,4,20.0,Partidos
2083,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,24,1994,35.7,4,0,0,18,16,1,135,29,49,0,0,0,223,24,28,46.2,Partidos
2084,Joel Robles,es ESP,PO,Betis,es La Liga,28,1990,5.0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,100.0,Partidos
2085,Marc Roca,es ESP,CC,Espanyol,es La Liga,21,1996,34.6,9,0,0,60,27,0,5,36,45,0,0,0,236,43,40,51.8,Partidos
2086,Christopher Rocchia,fr FRA,DF,Marseille,fr Ligue 1,20,1998,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Partidos
2087,Kenny Rocha Santos,cv CPV,CC,Saint-Étienne,fr Ligue 1,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Partidos
2088,Rubén Rochina,es ESP,CC,Levante,es La Liga,27,1991,20.0,13,2,2,49,53,1,85,21,33,0,0,0,130,24,20,54.5,Partidos
2089,Sebastian Rode,de GER,CC,Eint Frankfurt,de Bundesliga,27,1990,10.3,4,0,0,16,10,0,27,19,19,0,0,0,71,16,15,51.6,Partidos
2090,Ronny Rodelin,fr FRA,"CC,DL",Guingamp,fr Ligue 1,28,1989,8.8,0,0,0,10,9,3,8,8,5,0,0,0,28,47,28,62.7,Partidos
2091,Rodri,es ESP,CC,Atlético Madrid,es La Liga,22,1996,30.4,5,0,0,59,43,1,2,41,70,0,0,0,280,77,35,68.8,Partidos
2092,Rodrigo,es ESP,DL,Valencia,es La Liga,27,1991,28.1,5,1,1,23,41,14,30,3,10,1,0,0,74,48,77,38.4,Partidos
2093,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,24,1994,5.4,1,0,0,5,6,0,12,8,11,0,0,0,31,6,13,31.6,Partidos
2094,Alejandro Rodríguez,es ESP,CC,Empoli,it Serie A,27,1991,0.3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0.0,Partidos
2095,Ángel Rodríguez,es ESP,DL,Getafe,es La Liga,31,1987,20.2,4,0,0,42,35,35,27,8,7,0,1,0,59,26,68,27.7,Partidos
2096,Óscar Rodríguez Arnaiz,es ESP,CC,Leganés,es La Liga,20,1998,27.8,6,0,0,31,27,4,137,16,25,1,0,0,138,22,47,31.9,Partidos
2097,James Rodríguez,co COL,CC,Bayern Munich,de Bundesliga,27,1991,12.6,2,0,0,7,15,5,84,4,8,1,0,0,73,3,7,30.0,Partidos
2098,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,25,1992,33.9,5,0,0,24,19,1,86,38,32,0,0,0,174,41,35,53.9,Partidos
2099,Marko Rog,hr CRO,CC,Napoli,it Serie A,23,1995,3.7,3,0,0,12,9,0,1,5,9,0,0,0,20,3,2,60.0,Partidos
2100,Marko Rog,hr CRO,CC,Sevilla,es La Liga,23,1995,4.0,5,0,0,14,11,0,2,8,11,0,0,0,37,9,10,47.4,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
2101,Rogério,br BRA,"DF,CC",Sassuolo,it Serie A,20,1998,29.7,9,1,0,28,27,2,108,37,38,0,0,0,152,26,46,36.1,Partidos
2102,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,28,1990,2.4,2,0,0,3,1,0,3,6,3,0,0,1,8,3,1,75.0,Partidos
2103,Diego Rolán,uy URU,"CC,DL",Leganés,es La Liga,25,1993,2.4,0,0,0,4,8,0,5,3,4,0,0,0,26,1,3,25.0,Partidos
2104,Diego Rolán,uy URU,"CC,DL",Alavés,es La Liga,25,1993,3.3,1,0,0,6,9,0,5,1,4,0,0,0,15,8,7,53.3,Partidos
2105,Rolando,pt POR,DF,Marseille,fr Ligue 1,32,1985,8.9,2,0,0,8,2,0,0,11,7,0,0,0,44,19,18,51.4,Partidos
2106,Esteban Rolón,ar ARG,CC,Genoa,it Serie A,23,1995,11.6,9,0,0,28,17,0,10,16,29,0,0,0,74,9,26,25.7,Partidos
2107,Filippo Romagna,it ITA,DF,Cagliari,it Serie A,21,1997,16.4,2,0,0,8,14,0,3,19,9,0,1,0,74,35,26,57.4,Partidos
2108,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,23,1995,31.6,6,1,0,20,14,4,2,37,19,0,0,1,127,71,33,68.3,Partidos
2109,Alaixys Romao,tg TOG,CC,Reims,fr Ligue 1,34,1984,35.1,8,1,0,89,81,0,6,58,71,0,0,0,243,61,55,52.6,Partidos
2110,Cristian Romero,ar ARG,DF,Genoa,it Serie A,20,1998,26.0,12,2,1,37,21,0,0,37,35,1,2,0,147,60,56,51.7,Partidos
2111,Oriol Romeu,es ESP,CC,Southampton,eng Premier League,26,1991,23.7,11,0,0,46,17,0,3,52,46,0,0,0,185,47,37,56.0,Partidos
2112,Rômulo,it ITA,"CC,DL",Genoa,it Serie A,31,1987,15.0,1,1,1,19,18,3,103,18,18,0,0,0,83,4,6,40.0,Partidos
2113,Rômulo,it ITA,DF,Lazio,it Serie A,31,1987,8.6,1,0,0,9,8,2,47,5,5,0,0,0,40,5,7,41.7,Partidos
2114,Cristiano Ronaldo,pt POR,DL,Juventus,it Serie A,33,1985,29.9,3,0,0,19,50,29,58,6,7,0,0,0,67,32,41,43.8,Partidos
2115,Facundo Roncaglia,ar ARG,DF,Valencia,es La Liga,31,1987,6.7,5,1,1,6,6,0,2,10,10,0,0,0,55,16,9,64.0,Partidos
2116,Facundo Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,31,1987,11.9,3,0,0,16,8,0,6,20,22,0,0,0,55,19,16,54.3,Partidos
2117,Salomón Rondón,ve VEN,DL,Newcastle Utd,eng Premier League,28,1989,28.9,1,0,0,22,26,20,14,5,3,1,0,0,108,146,232,38.6,Partidos
2118,Valentin Rongier,fr FRA,CC,Nantes,fr Ligue 1,23,1994,35.8,3,0,0,44,29,3,104,33,54,0,0,0,243,35,46,43.2,Partidos
2119,Marten de Roon,nl NED,CC,Atalanta,it Serie A,27,1991,33.1,8,0,0,62,14,1,27,53,57,0,0,0,242,53,39,57.6,Partidos
2120,Roberto Rosales,ve VEN,DF,Espanyol,es La Liga,29,1988,19.4,2,0,0,34,17,1,47,22,31,0,2,0,114,46,22,67.6,Partidos
2121,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,28,1990,20.0,5,0,0,26,47,1,89,24,31,1,0,0,105,26,17,60.5,Partidos
2122,Valentin Rosier,fr FRA,"DF,CC",Dijon,fr Ligue 1,21,1996,16.2,2,0,0,36,19,2,27,32,25,0,0,0,116,18,14,56.3,Partidos
2123,Luca Rossettini,it ITA,DF,Chievo,it Serie A,33,1985,20.3,5,0,0,15,8,0,1,35,17,0,0,0,94,38,35,52.1,Partidos
2124,Francesco Rossi,it ITA,PO,Atalanta,it Serie A,27,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Partidos
2125,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,25,1993,27.3,4,0,0,20,40,0,108,31,29,0,0,0,151,24,29,45.3,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
2126,Nolan Roux,fr FRA,DL,Guingamp,fr Ligue 1,30,1988,17.1,2,0,0,25,37,6,9,4,9,0,0,0,49,47,65,42.0,Partidos
2127,Aaron Rowe,eng ENG,DL,Huddersfield,eng Premier League,17,2000,0.8,0,0,0,2,0,0,0,1,0,0,1,0,3,0,2,0.0,Partidos
2128,Waldo Rubio,es ESP,CC,Valladolid,es La Liga,22,1995,5.5,1,0,0,7,2,4,12,1,2,0,0,0,24,2,10,16.7,Partidos
2129,John Ruddy,eng ENG,PO,Wolves,eng Premier League,31,1986,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Partidos
2130,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,25,1993,31.9,7,0,0,28,15,1,1,32,16,0,0,0,206,81,71,53.3,Partidos
2131,Sebastian Rudy,de GER,CC,Schalke 04,de Bundesliga,28,1990,15.1,4,0,0,29,17,0,17,15,24,0,0,0,107,7,9,43.8,Partidos
2132,Stéphane Ruffier,fr FRA,PO,Saint-Étienne,fr Ligue 1,31,1986,37.0,1,0,0,2,1,0,0,0,2,0,1,0,49,18,0,100.0,Partidos
2133,Daniele Rugani,it ITA,DF,Juventus,it Serie A,24,1994,15.0,3,0,0,29,5,0,0,16,5,0,0,0,53,39,17,69.6,Partidos
2134,Mário Rui,pt POR,DF,Napoli,it Serie A,27,1991,15.7,5,1,1,17,17,3,85,21,18,0,0,0,86,3,10,23.1,Partidos
2135,Abel Ruiz,es ESP,DL,Barcelona,es La Liga,18,2000,0.2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0.0,Partidos
2136,Fabián Ruiz Peña,es ESP,CC,Napoli,it Serie A,22,1996,22.1,3,1,1,11,22,2,29,21,33,0,0,0,153,13,22,37.1,Partidos
2137,Víctor Ruiz,es ESP,DF,Villarreal,es La Liga,29,1989,21.9,10,0,0,29,10,1,4,38,19,0,1,0,117,47,29,61.8,Partidos
2138,Gerónimo Rulli,ar ARG,PO,Real Sociedad,es La Liga,26,1992,27.0,3,0,0,1,3,0,0,1,1,0,1,0,33,12,2,85.7,Partidos
2139,Lukas Rupp,de GER,"CC,DF",Hoffenheim,de Bundesliga,27,1991,0.3,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,,Partidos
2140,Marco Russ,de GER,DF,Eint Frankfurt,de Bundesliga,32,1985,4.2,1,0,0,3,1,0,0,7,2,0,0,0,17,16,12,57.1,Partidos
2141,Mathew Ryan,au AUS,PO,Brighton,eng Premier League,26,1992,34.0,2,0,0,1,3,0,0,0,0,0,1,0,25,8,1,88.9,Partidos
2142,Frederik Rønnow,dk DEN,PO,Eint Frankfurt,de Bundesliga,25,1992,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Partidos
2143,Idriss Saadi,dz ALG,"DL,CC",Strasbourg,fr Ligue 1,26,1992,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Partidos
2144,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,25,1993,21.2,3,0,0,32,29,3,53,26,32,0,0,0,156,18,30,37.5,Partidos
2145,Abdelhamid Sabiri,ma MAR,DL,Huddersfield,eng Premier League,21,1996,0.5,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0.0,Partidos
2146,Marcel Sabitzer,at AUT,CC,RB Leipzig,de Bundesliga,24,1994,26.1,9,0,0,27,30,5,64,33,28,0,0,1,185,17,28,37.8,Partidos
2147,Ihsan Sacko,fr FRA,DL,Nice,fr Ligue 1,21,1997,4.9,0,1,0,12,6,4,6,2,2,1,0,0,17,4,15,21.1,Partidos
2148,Nuri Şahin,tr TUR,CC,Werder Bremen,de Bundesliga,29,1988,16.4,5,0,0,28,9,0,35,37,33,0,0,0,124,28,26,51.9,Partidos
2149,Samuel Şahin-Radlinger,at AUT,PO,Hannover 96,de Bundesliga,25,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Partidos
2150,Wesley Saïd,fr FRA,"DL,CC",Dijon,fr Ligue 1,23,1995,25.0,4,0,0,49,13,7,35,9,18,0,0,0,84,19,33,36.5,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
2151,Allan Saint-Maximin,fr FRA,DL,Nice,fr Ligue 1,21,1997,32.2,2,0,0,12,68,8,82,4,6,2,0,0,105,30,31,49.2,Partidos
2152,Théo Sainte-Luce,fr FRA,CC,Nîmes,fr Ligue 1,19,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Partidos
2153,Romain Saïss,ma MAR,"CC,DF",Wolves,eng Premier League,28,1990,12.8,7,0,0,27,8,0,9,26,26,0,0,0,82,57,28,67.1,Partidos
2154,Samuel Sáiz,es ESP,CC,Getafe,es La Liga,27,1991,3.4,2,0,0,3,3,1,6,0,3,0,0,0,19,2,9,18.2,Partidos
2155,Bukayo Saka,eng ENG,DL,Arsenal,eng Premier League,16,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Partidos
2156,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,28,1990,26.4,3,0,0,32,25,1,34,37,41,0,1,0,113,82,34,70.7,Partidos
2157,Diafra Sakho,sn SEN,DL,Rennes,fr Ligue 1,28,1989,1.6,0,0,0,0,1,2,1,0,1,0,0,0,6,5,2,71.4,Partidos
2158,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,28,1990,26.8,2,0,0,5,13,0,0,41,16,0,2,0,192,49,37,57.0,Partidos
2159,Bakary Sako,ml MLI,DL,Crystal Palace,eng Premier League,30,1988,0.3,0,0,0,1,0,1,3,0,1,0,0,0,5,0,2,0.0,Partidos
2160,Emiliano Sala,ar ARG,DL,Nantes,fr Ligue 1,27,1990,15.2,0,0,0,16,34,13,4,2,5,1,0,0,41,42,61,40.8,Partidos
2161,Jacopo Sala,it ITA,DF,Sampdoria,it Serie A,26,1991,16.9,5,0,0,21,16,0,52,20,23,0,0,0,113,11,8,57.9,Partidos
2162,Mohamed Salah,eg EGY,DL,Liverpool,eng Premier League,26,1992,36.1,1,0,0,25,32,27,57,5,9,5,0,0,121,10,60,14.3,Partidos
2163,Bartosz Salamon,pl POL,DF,Frosinone,it Serie A,27,1991,19.2,3,0,0,20,8,0,0,27,10,0,0,0,95,44,35,55.7,Partidos
2164,Carlos Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,24,1993,5.1,3,0,0,9,2,0,0,9,3,0,0,0,40,13,8,61.9,Partidos
2165,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2001,14.2,1,0,0,9,11,0,0,28,20,0,2,0,88,28,19,59.6,Partidos
2166,Yannis Salibur,fr FRA,"DL,CC",Saint-Étienne,fr Ligue 1,27,1991,9.8,2,1,1,21,31,6,55,8,5,1,0,0,44,9,17,34.6,Partidos
2167,Yannis Salibur,fr FRA,CC,Guingamp,fr Ligue 1,27,1991,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Partidos
2168,Roland Sallai,hu HUN,CC,Freiburg,de Bundesliga,21,1997,5.9,3,0,0,17,19,1,9,3,7,1,0,0,26,12,10,54.5,Partidos
2169,Edgar Salli,cm CMR,"DL,CC",Nürnberg,de Bundesliga,25,1992,1.3,1,0,0,4,2,1,0,1,1,0,0,0,5,0,7,0.0,Partidos
2170,Brice Samba,fr FRA,PO,Caen,fr Ligue 1,24,1994,38.0,1,0,0,0,2,0,0,1,0,0,0,0,36,9,0,100.0,Partidos
2171,Junior Sambia,fr FRA,"CC,DL",Montpellier,fr Ligue 1,21,1996,10.3,3,0,0,19,24,4,58,5,7,0,0,0,51,12,17,41.4,Partidos
2172,Paolo Sammarco,it ITA,CC,Frosinone,it Serie A,35,1983,6.1,1,0,0,8,7,0,15,3,7,0,1,0,35,8,7,53.3,Partidos
2173,Frédéric Sammaritano,fr FRA,"DL,CC",Dijon,fr Ligue 1,32,1986,6.0,3,1,1,14,5,1,23,8,5,0,0,0,30,0,12,0.0,Partidos
2174,Mikel San José,es ESP,CC,Athletic Club,es La Liga,29,1989,19.3,7,0,0,34,8,2,11,21,25,0,0,0,99,63,35,64.3,Partidos
2175,Antonio Sanabria,py PAR,DL,Genoa,it Serie A,22,1996,8.5,1,0,0,19,15,2,2,4,3,1,0,0,15,28,38,42.4,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
2176,Antonio Sanabria,py PAR,DL,Betis,es La Liga,22,1996,9.0,2,0,0,10,13,6,2,3,6,0,0,0,14,21,23,47.7,Partidos
2177,Renato Sanches,pt POR,CC,Bayern Munich,de Bundesliga,20,1997,6.4,2,1,1,10,12,1,20,4,5,0,0,0,35,2,8,20.0,Partidos
2178,Alexis Sánchez,cl CHI,"DL,CC",Manchester Utd,eng Premier League,29,1988,9.8,3,0,0,14,18,8,24,9,10,0,0,0,39,7,22,24.1,Partidos
2179,Carlos Sánchez,co COL,CC,West Ham,eng Premier League,32,1986,2.7,0,0,0,3,1,0,0,1,3,0,0,0,13,1,0,100.0,Partidos
2180,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,22,1996,21.6,2,0,0,20,10,0,0,30,20,0,1,0,115,67,49,57.8,Partidos
2181,Javi Sánchez,es ESP,DF,Real Madrid,es La Liga,21,1997,0.5,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,75.0,Partidos
2182,Víctor Sánchez,es ESP,CC,Espanyol,es La Liga,30,1987,14.1,9,0,0,48,36,2,17,25,30,0,0,0,69,21,15,58.3,Partidos
2183,Jadon Sancho,eng ENG,"DL,CC",Dortmund,de Bundesliga,18,2000,27.3,2,0,0,5,37,4,110,14,10,2,0,0,133,1,19,5.0,Partidos
2184,Sandro,br BRA,CC,Udinese,it Serie A,29,1989,6.6,5,0,0,23,11,0,0,11,10,0,1,1,43,15,10,60.0,Partidos
2185,Sandro,br BRA,CC,Genoa,it Serie A,29,1989,7.9,3,0,0,21,11,2,0,20,17,0,1,0,53,22,17,56.4,Partidos
2186,Alex Sandro,br BRA,DF,Juventus,it Serie A,27,1991,26.5,7,0,0,49,49,2,116,38,45,0,1,0,163,55,38,59.1,Partidos
2187,Leroy Sané,de GER,DL,Manchester City,eng Premier League,22,1996,20.7,1,0,0,9,14,18,98,8,15,1,0,0,91,10,23,30.3,Partidos
2188,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,27,1990,29.0,4,0,0,27,33,1,6,68,37,0,0,0,157,118,35,77.1,Partidos
2189,Luca Sangalli,es ESP,"CC,DL",Real Sociedad,es La Liga,23,1995,11.1,0,0,0,11,17,0,20,5,13,1,0,0,65,9,21,30.0,Partidos
2190,Ibrahim Sangaré,ci CIV,CC,Toulouse,fr Ligue 1,20,1997,27.4,7,0,0,51,39,2,11,29,66,0,0,0,251,39,29,57.4,Partidos
2191,Younousse Sankharé,sn SEN,CC,Bordeaux,fr Ligue 1,28,1989,16.4,6,0,0,36,35,5,1,9,12,1,0,0,95,16,17,48.5,Partidos
2192,Baissama Sankoh,gn GUI,"CC,DL",Caen,fr Ligue 1,26,1992,7.2,2,1,0,9,11,0,5,5,1,0,0,0,37,11,15,42.3,Partidos
2193,Yaya Sanogo,fr FRA,DL,Toulouse,fr Ligue 1,25,1993,13.8,3,0,0,41,27,5,2,3,2,2,1,0,41,63,59,51.6,Partidos
2194,Morgan Sanson,fr FRA,CC,Marseille,fr Ligue 1,23,1994,26.7,9,0,0,52,50,1,49,42,47,0,0,0,198,23,40,36.5,Partidos
2195,Nicola Sansone,it ITA,DL,Bologna,it Serie A,26,1991,12.7,4,1,1,26,28,4,29,9,17,1,0,0,58,7,21,25.0,Partidos
2196,Nicola Sansone,it ITA,"DL,CC",Villarreal,es La Liga,26,1991,0.4,1,0,0,3,0,1,2,0,0,0,0,0,0,1,4,20.0,Partidos
2197,Baptiste Santamaria,fr FRA,CC,Angers,fr Ligue 1,23,1995,36.1,2,0,0,50,50,1,11,57,60,0,0,0,240,37,39,48.7,Partidos
2198,Roberto Santamaría,es ESP,PO,Huesca,es La Liga,33,1985,20.0,1,0,0,0,3,0,0,1,0,0,0,0,11,0,0,,Partidos
2199,Federico Santander,py PAR,DL,Bologna,it Serie A,27,1991,22.9,5,0,0,51,39,15,16,9,10,0,0,0,53,156,134,53.8,Partidos
2200,Davide Santon,it ITA,DF,Roma,it Serie A,27,1991,11.2,0,0,0,16,11,0,29,15,6,0,0,0,60,8,13,38.1,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
2201,Michael Santos,uy URU,"DL,CC",Leganés,es La Liga,25,1993,6.2,4,0,0,19,11,16,7,1,5,0,0,0,20,13,21,38.2,Partidos
2202,Samir Santos,br BRA,DF,Udinese,it Serie A,23,1994,20.0,7,0,0,39,25,2,21,34,33,0,0,0,85,61,29,67.8,Partidos
2203,Riccardo Saponara,it ITA,CC,Sampdoria,it Serie A,26,1991,10.1,2,0,0,16,16,7,10,4,6,0,0,0,47,6,9,40.0,Partidos
2204,Pablo Sarabia,es ESP,"CC,DL",Sevilla,es La Liga,26,1992,30.3,9,0,0,45,48,18,183,22,15,0,0,0,141,10,32,23.8,Partidos
2205,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,20,1998,7.3,2,0,0,14,4,1,45,11,11,0,0,0,52,15,7,68.2,Partidos
2206,Josh Sargent,us USA,DL,Werder Bremen,de Bundesliga,18,2000,2.4,1,0,0,6,6,1,0,0,1,0,0,0,4,3,8,27.3,Partidos
2207,Bouna Sarr,sn SEN,"DF,CC",Marseille,fr Ligue 1,26,1992,24.9,3,1,1,37,32,3,107,39,48,0,0,0,150,35,26,57.4,Partidos
2208,Ismaila Sarr,sn SEN,"DL,CC",Rennes,fr Ligue 1,20,1998,31.0,6,0,0,36,98,10,46,14,24,3,0,0,134,21,37,36.2,Partidos
2209,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,19,1999,33.3,1,0,0,31,30,0,10,68,36,0,1,1,194,53,33,61.6,Partidos
2210,Lluís Sastre,es ESP,CC,Huesca,es La Liga,32,1986,1.3,0,0,0,2,2,0,3,1,3,0,0,0,10,0,2,0.0,Partidos
2211,Marco Sau,it ITA,"CC,DL",Sampdoria,it Serie A,30,1987,0.6,0,0,0,1,3,0,2,0,0,1,0,0,2,1,0,100.0,Partidos
2212,Marco Sau,it ITA,"DL,CC",Cagliari,it Serie A,30,1987,6.2,4,0,0,9,7,4,10,1,2,0,0,0,13,1,11,8.3,Partidos
2213,Téji Savanier,fr FRA,CC,Nîmes,fr Ligue 1,26,1991,31.8,6,1,0,51,96,0,256,64,58,0,0,0,325,44,46,48.9,Partidos
2214,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,27,1991,15.5,5,1,1,15,6,0,1,22,10,0,0,0,65,35,24,59.3,Partidos
2215,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,26,1991,22.2,12,0,0,28,19,1,17,67,39,0,1,0,113,62,63,49.6,Partidos
2216,Ezequiel Schelotto,it ITA,DF,Chievo,it Serie A,29,1989,1.6,0,0,0,1,1,0,5,2,0,0,0,0,16,5,4,55.6,Partidos
2217,Nicolás Schiappacasse,uy URU,"DL,CC",Parma,it Serie A,19,1999,0.9,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0.0,Partidos
2218,Pasquale Schiattarella,it ITA,CC,SPAL,it Serie A,31,1987,20.5,10,0,0,33,51,1,77,22,27,0,0,0,119,19,10,65.5,Partidos
2219,Patrik Schick,cz CZE,"DL,CC",Roma,it Serie A,22,1996,14.6,4,0,0,27,19,9,3,3,5,2,0,0,35,50,58,46.3,Partidos
2220,Julian Schieber,de GER,DL,Augsburg,de Bundesliga,29,1989,2.9,1,0,0,1,1,2,1,1,2,0,0,0,6,8,17,32.0,Partidos
2221,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,28,1990,36.2,5,1,1,26,18,0,0,70,36,0,1,0,122,136,108,55.7,Partidos
2222,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1997,8.6,1,0,0,5,5,0,0,13,16,0,1,0,37,13,12,52.0,Partidos
2223,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,18,1999,2.5,1,0,0,4,7,0,0,5,6,0,0,0,17,5,4,55.6,Partidos
2224,Jeffrey Schlupp,gh GHA,"CC,DL",Crystal Palace,eng Premier League,25,1992,18.6,1,0,0,25,14,1,17,19,20,1,0,0,90,53,59,47.3,Partidos
2225,Kasper Schmeichel,dk DEN,PO,Leicester City,eng Premier League,31,1986,38.0,3,0,0,0,4,0,0,3,1,0,0,0,38,10,1,90.9,Partidos
