Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Expectativa,Expectativa,Expectativa,Expectativa,Expectativa,Unnamed: 26_level_0
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
711,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,2003,5.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
712,Lucas Digne,fr FRA,"DF,CC",Everton,eng Premier League,27,1993,29.8,0,13,0,0.0,0.44,0.00,0.00,,23.7,3,0,0,0.5,0.5,0.04,-0.5,-0.5,Partidos
713,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,1993,16.5,0,2,0,0.0,0.12,0.00,0.00,,13.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Partidos
714,Javairô Dilrosun,nl NED,"DL,CC",Hertha BSC,de Bundesliga,22,1998,5.9,0,8,1,12.5,1.36,0.17,0.00,0.00,18.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Partidos
715,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,1997,29.0,5,38,12,31.6,1.31,0.41,0.13,0.42,21.0,6,0,0,2.8,2.8,0.08,+2.2,+2.2,Partidos
716,Junior Dina Ebimbe,fr FRA,"DL,CC",Dijon,fr Ligue 1,19,2000,23.8,1,45,13,28.9,1.89,0.55,0.02,0.08,18.3,0,0,0,3.4,3.4,0.08,-2.4,-2.4,Partidos
717,Tristan Dingomé,cm CMR,CC,Reims,fr Ligue 1,29,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
718,Eren Dinkçi,de GER,"CC,DL",Werder Bremen,de Bundesliga,18,2001,1.2,1,3,2,66.7,2.50,1.67,0.33,0.50,12.9,0,0,0,0.5,0.5,0.17,+0.5,+0.5,Partidos
719,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,2001,12.6,0,16,3,18.8,1.27,0.24,0.00,0.00,15.4,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Partidos
720,Lois Diony,fr FRA,DL,Angers,fr Ligue 1,27,1992,19.4,5,28,13,46.4,1.44,0.67,0.14,0.31,15.3,0,1,1,4.0,3.3,0.12,+1.0,+0.7,Partidos
721,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,1997,15.3,2,3,2,66.7,0.20,0.13,0.67,1.00,9.6,0,0,0,0.5,0.5,0.16,+1.5,+1.5,Partidos
722,Papakouli Diop,sn SEN,CC,Eibar,es La Liga,34,1986,25.8,1,28,9,32.1,1.08,0.35,0.04,0.11,18.7,0,0,0,1.7,1.6,0.06,-0.7,-0.6,Partidos
723,Sofiane Diop,fr FRA,"CC,DL",Monaco,fr Ligue 1,20,2000,22.5,7,44,17,38.6,1.96,0.76,0.16,0.41,19.8,1,0,0,4.8,4.8,0.11,+2.2,+2.2,Partidos
724,Andy Diouf,fr FRA,DL,Rennes,fr Ligue 1,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
725,Yehvann Diouf,fr FRA,PO,Reims,fr Ligue 1,20,1999,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
726,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
727,Jonas Dirkner,de GER,CC,Hertha BSC,de Bundesliga,18,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
728,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,1998,22.3,3,18,6,33.3,0.81,0.27,0.17,0.50,11.6,0,0,0,2.4,2.4,0.14,+0.6,+0.6,Partidos
729,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,2000,9.7,0,2,0,0.0,0.21,0.00,0.00,,28.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Partidos
730,Djené,tg TOG,DF,Getafe,es La Liga,28,1991,32.7,0,2,0,0.0,0.06,0.00,0.00,,9.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Partidos
731,Moussa Djenepo,ml MLI,CC,Southampton,eng Premier League,22,1998,13.8,1,14,2,14.3,1.02,0.15,0.07,0.50,20.2,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Partidos
732,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,1992,16.9,1,4,2,50.0,0.24,0.12,0.25,0.50,10.8,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Partidos
733,Alexander Djiku,gh GHA,"DF,CC",Strasbourg,fr Ligue 1,25,1994,28.4,0,16,3,18.8,0.56,0.11,0.00,0.00,17.1,1,0,0,2.0,2.0,0.14,-2.0,-2.0,Partidos
734,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,1993,29.2,0,20,1,5.0,0.69,0.03,0.00,0.00,11.2,0,0,0,1.7,1.7,0.09,-1.7,-1.7,Partidos
735,Marko Dmitrović,rs SRB,PO,Eibar,es La Liga,28,1992,34.7,1,1,0,0.0,0.03,0.00,0.00,,46.8,0,1,2,1.6,0.0,0.04,-0.6,0.0,Partidos
736,Ritsu Doan,jp JPN,"CC,DL",Arminia,de Bundesliga,22,1998,30.8,5,69,21,30.4,2.24,0.68,0.07,0.24,19.9,7,0,0,5.2,5.1,0.07,-0.2,-0.1,Partidos
737,Mihai Dobre,ro ROU,DL,Dijon,fr Ligue 1,21,1998,5.9,0,9,1,11.1,1.53,0.17,0.00,0.00,16.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Partidos
738,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,28,1992,13.8,0,3,1,33.3,0.22,0.07,0.00,0.00,16.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Partidos
739,Jeremy Doku,be BEL,"CC,DL",Rennes,fr Ligue 1,18,2002,25.7,2,36,7,19.4,1.40,0.27,0.06,0.29,18.2,0,0,0,2.8,2.8,0.08,-0.8,-0.8,Partidos
740,Kasper Dolberg,dk DEN,DL,Nice,fr Ligue 1,22,1997,21.4,6,35,16,45.7,1.63,0.75,0.11,0.25,13.5,1,2,2,8.4,6.8,0.19,-2.4,-2.8,Partidos
741,Keagan Dolly,za RSA,CC,Montpellier,fr Ligue 1,27,1993,5.0,0,5,0,0.0,1.00,0.00,0.00,,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Partidos
742,Jaume Doménech,es ESP,PO,Valencia,es La Liga,29,1990,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
743,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,2001,4.0,0,1,1,100.0,0.25,0.25,0.00,0.00,8.4,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Partidos
744,Nicolás Domínguez,ar ARG,CC,Bologna,it Serie A,22,1998,13.9,1,18,5,27.8,1.29,0.36,0.06,0.20,19.7,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Partidos
745,John Donald,es ESP,"DF,CC",Elche,es La Liga,19,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
746,Ji Dong-won,kr KOR,DL,Mainz 05,de Bundesliga,29,1991,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
747,Anastasios Donis,gr GRE,CC,Reims,fr Ligue 1,23,1996,1.1,0,1,0,0.0,0.93,0.00,0.00,,29.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Partidos
748,Gianluigi Donnarumma,it ITA,PO,Milan,it Serie A,21,1999,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
749,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,22,1997,22.2,2,16,4,25.0,0.72,0.18,0.13,0.50,12.6,0,0,0,1.3,1.3,0.08,+0.7,+0.7,Partidos
750,Bas Dost,nl NED,DL,Eint Frankfurt,de Bundesliga,31,1989,9.1,4,14,8,57.1,1.54,0.88,0.21,0.38,10.5,0,1,1,4.0,3.2,0.23,0.0,-0.2,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
751,Abdoulaye Doucouré,ml MLI,CC,Everton,eng Premier League,27,1993,27.1,2,18,5,27.8,0.66,0.18,0.11,0.40,17.4,0,0,0,2.3,2.3,0.13,-0.3,-0.3,Partidos
752,Cheick Doucouré,ml MLI,CC,Lens,fr Ligue 1,20,2000,29.2,2,35,5,14.3,1.20,0.17,0.06,0.40,25.8,0,0,0,1.3,1.3,0.04,+0.7,+0.7,Partidos
753,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,19,2001,3.7,0,3,2,66.7,0.81,0.54,0.00,0.00,22.6,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Partidos
754,Mahamadou Doucouré,ml MLI,"DL,CC",Nîmes,fr Ligue 1,20,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
755,Cheick Doukouré,ci CIV,"CC,DL",Levante,es La Liga,27,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
756,Idrissa Doumbia,ci CIV,CC,Huesca,es La Liga,22,1998,8.7,0,4,0,0.0,0.46,0.00,0.00,,22.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Partidos
757,Moussa Doumbia,ml MLI,"CC,DL",Reims,fr Ligue 1,25,1994,10.0,0,15,3,20.0,1.50,0.30,0.00,0.00,22.8,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Partidos
758,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,1996,24.7,0,7,2,28.6,0.28,0.08,0.00,0.00,21.3,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Partidos
759,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,29,1991,12.6,1,4,2,50.0,0.32,0.16,0.25,0.50,19.1,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Partidos
760,Bartłomiej Drągowski,pl POL,PO,Fiorentina,it Serie A,22,1997,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
761,Denis Drăguș,ro ROU,"DL,CC",Crotone,it Serie A,21,1999,2.0,0,4,0,0.0,2.03,0.00,0.00,,25.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Partidos
762,Radu Drăgușin,ro ROU,DF,Juventus,it Serie A,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
763,Mouhamadou Drammeh,fr FRA,CC,Reims,fr Ligue 1,21,1999,1.9,0,1,0,0.0,0.52,0.00,0.00,,30.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Partidos
764,Julian Draxler,de GER,"CC,DL",Paris S-G,fr Ligue 1,26,1993,11.8,4,11,4,36.4,0.93,0.34,0.36,1.00,17.0,0,0,0,1.6,1.6,0.15,+2.4,+2.4,Partidos
765,Dominick Drexler,de GER,"CC,DL",Köln,de Bundesliga,30,1990,13.7,2,12,2,16.7,0.88,0.15,0.17,1.00,13.6,0,0,0,2.1,2.1,0.17,-0.1,-0.1,Partidos
766,Matthieu Dreyer,fr FRA,PO,Lorient,fr Ligue 1,31,1989,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
767,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,1995,26.3,1,6,2,33.3,0.23,0.08,0.17,0.50,8.4,0,0,0,1.4,1.4,0.23,-0.4,-0.4,Partidos
768,Léo Duarte,br BRA,DF,Milan,it Serie A,24,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
769,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,1989,22.9,1,7,3,42.9,0.31,0.13,0.14,0.33,10.0,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Partidos
770,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,1995,28.3,1,14,2,14.3,0.50,0.07,0.07,0.50,20.6,0,0,0,1.4,1.4,0.10,-0.4,-0.4,Partidos
771,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,32.3,2,20,3,15.0,0.62,0.09,0.10,0.67,21.1,0,0,0,1.1,1.1,0.06,+0.9,+0.9,Partidos
772,Martin Dúbravka,sk SVK,PO,Newcastle Utd,eng Premier League,31,1989,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
773,Ondrej Duda,sk SVK,"DL,CC",Köln,de Bundesliga,25,1994,28.2,7,46,13,28.3,1.63,0.46,0.09,0.31,22.7,4,3,4,6.4,3.3,0.07,+0.6,+0.7,Partidos
774,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
775,Haris Duljević,ba BIH,"CC,DL",Nîmes,fr Ligue 1,26,1993,8.6,0,15,5,33.3,1.75,0.58,0.00,0.00,22.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
776,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,13.9,1,3,1,33.3,0.22,0.07,0.33,1.00,9.2,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Partidos
777,Alfred Duncan,gh GHA,CC,Fiorentina,it Serie A,27,1993,1.8,0,1,0,0.0,0.56,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Partidos
778,Alfred Duncan,gh GHA,CC,Cagliari,it Serie A,27,1993,11.9,0,7,0,0.0,0.59,0.00,0.00,,26.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Partidos
779,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,32.6,5,32,14,43.8,0.98,0.43,0.16,0.36,15.2,3,0,0,2.2,2.2,0.07,+2.8,+2.8,Partidos
780,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3.0,1,7,1,14.3,2.33,0.33,0.14,1.00,11.5,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Partidos
781,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,16.4,1,20,6,30.0,1.22,0.36,0.05,0.17,20.0,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Partidos
782,Hugo Duro,es ESP,DL,Real Madrid,es La Liga,20,1999,0.6,0,1,0,0.0,1.64,0.00,0.00,,7.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Partidos
783,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,23,1997,22.5,1,10,1,10.0,0.44,0.04,0.10,1.00,13.2,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Partidos
784,Paulo Dybala,ar ARG,DL,Juventus,it Serie A,26,1993,12.6,4,51,15,29.4,4.05,1.19,0.08,0.27,19.3,5,0,0,4.6,4.6,0.09,-0.6,-0.6,Partidos
785,Edin Džeko,ba BIH,DL,Roma,it Serie A,34,1986,20.3,7,69,24,34.8,3.40,1.18,0.10,0.29,13.1,0,0,1,13.2,12.4,0.18,-6.2,-5.4,Partidos
786,Steeve-Mike Ebongue,fr FRA,CC,Genoa,it Serie A,19,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
787,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,1999,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
788,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38.0,2,31,8,25.8,0.82,0.21,0.06,0.25,11.2,0,0,0,2.4,2.4,0.08,-0.4,-0.4,Partidos
789,Simone Edera,it ITA,"DF,CC",Torino,it Serie A,23,1997,0.6,0,3,1,33.3,5.19,1.73,0.00,0.00,29.5,2,0,0,0.1,0.1,0.05,-0.1,-0.1,Partidos
790,Ederson,br BRA,PO,Manchester City,eng Premier League,26,1993,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
791,Kyle Edwards,eng ENG,"CC,DL",West Brom,eng Premier League,22,1998,1.3,0,2,1,50.0,1.53,0.76,0.00,0.00,15.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Partidos
792,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,29.2,0,14,3,21.4,0.48,0.10,0.00,0.00,11.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Partidos
793,Johannes Eggestein,de GER,"DL,CC",Werder Bremen,de Bundesliga,22,1998,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
794,Maximilian Eggestein,de GER,CC,Werder Bremen,de Bundesliga,23,1996,32.7,2,22,5,22.7,0.67,0.15,0.09,0.40,24.6,0,0,0,1.0,1.0,0.05,+1.0,+1.0,Partidos
795,Lilian Egloff,de GER,CC,Stuttgart,de Bundesliga,17,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
796,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,25,1995,12.6,0,9,1,11.1,0.71,0.08,0.00,0.00,22.1,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Partidos
797,Albin Ekdal,se SWE,CC,Sampdoria,it Serie A,31,1989,25.5,2,14,3,21.4,0.55,0.12,0.14,0.67,18.1,0,0,0,0.9,0.9,0.06,+1.1,+1.1,Partidos
798,Hugo Ekitike,fr FRA,"DL,CC",Reims,fr Ligue 1,18,2002,1.0,0,3,1,33.3,3.07,1.02,0.00,0.00,14.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Partidos
799,Anthony Elanga,se SWE,DL,Manchester Utd,eng Premier League,18,2002,1.7,1,2,1,50.0,1.16,0.58,0.50,1.00,11.9,0,0,0,0.4,0.4,0.22,+0.6,+0.6,Partidos
800,Niclas Eliasson,se SWE,"CC,DL",Nîmes,fr Ligue 1,24,1995,20.0,4,25,10,40.0,1.25,0.50,0.16,0.40,16.8,6,0,0,3.6,3.6,0.15,+0.4,+0.4,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
801,Elif Elmas,mk MKD,"CC,DL",Napoli,it Serie A,20,1999,8.2,2,13,6,46.2,1.58,0.73,0.15,0.33,16.8,0,0,0,1.4,1.4,0.11,+0.6,+0.6,Partidos
802,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,1987,9.3,0,9,1,11.1,0.97,0.11,0.00,0.00,11.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Partidos
803,Mohamed Elneny,eg EGY,CC,Arsenal,eng Premier League,28,1992,17.2,1,9,2,22.2,0.52,0.12,0.11,0.50,21.5,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Partidos
804,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,20.9,1,5,1,20.0,0.24,0.05,0.20,1.00,12.3,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Partidos
805,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,28.2,3,12,6,50.0,0.43,0.21,0.25,0.50,10.1,0,0,0,1.7,1.7,0.14,+1.3,+1.3,Partidos
806,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,1993,5.2,1,4,2,50.0,0.77,0.38,0.25,0.50,8.3,0,0,0,0.6,0.6,0.15,+0.4,+0.4,Partidos
807,Breel Embolo,ch SUI,"DL,CC",M'Gladbach,de Bundesliga,23,1997,16.0,5,41,20,48.8,2.56,1.25,0.12,0.25,13.3,0,0,0,7.7,7.7,0.20,-2.7,-2.7,Partidos
808,Emerson,br BRA,DF,Betis,es La Liga,21,1999,33.2,1,11,3,27.3,0.33,0.09,0.09,0.33,16.6,0,0,0,1.5,1.5,0.14,-0.5,-0.5,Partidos
809,Renaud Emond,be BEL,"DL,CC",Nantes,fr Ligue 1,28,1991,3.9,2,8,4,50.0,2.03,1.02,0.25,0.50,9.0,0,0,0,1.5,1.5,0.19,+0.5,+0.5,Partidos
810,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,1994,2.4,0,1,0,0.0,0.41,0.00,0.00,,7.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Partidos
811,Youssef En-Nesyri,ma MAR,DL,Sevilla,es La Liga,23,1997,25.7,18,78,27,34.6,3.04,1.05,0.23,0.67,12.2,0,0,0,15.6,15.6,0.21,+2.4,+2.4,Partidos
812,Keita Endo,jp JPN,"CC,DL",Union Berlin,de Bundesliga,22,1997,5.1,1,8,3,37.5,1.58,0.59,0.13,0.33,15.4,0,0,0,1.4,1.4,0.17,-0.4,-0.4,Partidos
813,Wataru Endo,jp JPN,CC,Stuttgart,de Bundesliga,27,1993,32.8,3,28,14,50.0,0.85,0.43,0.11,0.21,19.9,0,0,0,2.6,2.6,0.09,+0.4,+0.4,Partidos
814,Sergi Enrich,es ESP,DL,Eibar,es La Liga,30,1990,15.6,3,44,13,29.5,2.82,0.83,0.07,0.23,9.9,0,0,1,7.8,7.0,0.16,-4.8,-4.0,Partidos
815,Christian Eriksen,dk DEN,CC,Inter,it Serie A,28,1992,15.4,3,30,12,40.0,1.95,0.78,0.10,0.25,23.5,7,0,0,1.4,1.4,0.05,+1.6,+1.6,Partidos
816,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,1998,20.0,3,10,3,30.0,0.50,0.15,0.30,1.00,12.3,0,0,0,1.2,1.2,0.12,+1.8,+1.8,Partidos
817,Patrick Erras,de GER,"DL,CC",Werder Bremen,de Bundesliga,25,1995,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
818,Gonzalo Escalante,ar ARG,CC,Lazio,it Serie A,27,1993,8.1,0,7,3,42.9,0.86,0.37,0.00,0.00,24.5,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Partidos
819,Aarón Escandell,es ESP,PO,Granada,es La Liga,24,1995,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
820,Dani Escriche,es ESP,"DL,CC",Huesca,es La Liga,22,1998,9.5,1,10,1,10.0,1.05,0.11,0.10,1.00,14.1,0,0,0,2.1,2.1,0.21,-1.1,-1.1,Partidos
821,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,1989,6.3,1,6,1,16.7,0.96,0.16,0.17,1.00,20.8,1,0,0,0.2,0.2,0.04,+0.8,+0.8,Partidos
822,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,1992,28.9,0,8,4,50.0,0.28,0.14,0.00,0.00,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Partidos
823,Vicente Esquerdo,es ESP,CC,Valencia,es La Liga,21,1999,2.6,0,1,0,0.0,0.39,0.00,0.00,,31.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Partidos
824,Nahuel Estévez,ar ARG,CC,Spezia,it Serie A,24,1995,19.6,0,24,8,33.3,1.22,0.41,0.00,0.00,19.7,2,0,0,1.9,1.9,0.08,-1.9,-1.9,Partidos
825,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,1998,13.0,0,10,5,50.0,0.77,0.39,0.00,0.00,18.4,2,0,0,0.5,0.5,0.05,-0.5,-0.5,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
826,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
827,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,1987,9.8,0,4,0,0.0,0.41,0.00,0.00,,8.8,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Partidos
828,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,1988,27.5,2,8,3,37.5,0.29,0.11,0.25,0.67,7.8,0,0,0,1.7,1.7,0.21,+0.3,+0.3,Partidos
829,Edu Expósito,es ESP,CC,Eibar,es La Liga,23,1996,27.3,0,41,8,19.5,1.50,0.29,0.00,0.00,23.8,0,0,2,3.3,1.7,0.04,-3.3,-1.7,Partidos
830,Valentin Eysseric,fr FRA,"CC,DL",Fiorentina,it Serie A,28,1992,8.1,2,13,5,38.5,1.60,0.62,0.15,0.40,17.4,1,0,0,1.3,1.3,0.10,+0.7,+0.7,Partidos
831,Eberechi Eze,eng ENG,CC,Crystal Palace,eng Premier League,22,1998,28.4,4,37,13,35.1,1.30,0.46,0.11,0.31,21.7,4,0,0,2.2,2.2,0.06,+1.8,+1.8,Partidos
832,Jokin Ezkieta,es ESP,PO,Athletic Club,es La Liga,23,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
833,Łukasz Fabiański,pl POL,PO,West Ham,eng Premier League,35,1985,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
834,Fabinho,br BRA,"DF,CC",Liverpool,eng Premier League,26,1993,28.5,0,10,1,10.0,0.35,0.04,0.00,0.00,23.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Partidos
835,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,1990,16.7,0,7,1,14.3,0.42,0.06,0.00,0.00,21.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Partidos
836,Cesc Fàbregas,es ESP,"CC,DL",Monaco,fr Ligue 1,33,1987,9.7,2,8,2,25.0,0.82,0.21,0.00,0.00,20.1,1,2,2,3.2,1.6,0.20,-1.2,-1.6,Partidos
837,Bandiougou Fadiga,fr FRA,"DL,CC",Paris S-G,fr Ligue 1,19,2001,0.7,0,1,1,100.0,1.43,1.43,0.00,0.00,31.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Partidos
838,Bandiougou Fadiga,fr FRA,"CC,DL",Brest,fr Ligue 1,19,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
